personID,traj
72,"['4','4','3','1','1','0','5.5','1','4.5','1','1','5.5','0']"
73,"['5','3','5','2','1','0','6.5','1','5','1','2.5','5','0']"
74,"['2','5','5','2','5','0','5.5','5.5','2.5','4.5','3.5','2','0']"
75,"['4','2','4','2','1','0','6.5','2','4','1','1','3.5','0']"
76,"['4','1','5','5','3','0','5','2','4','3','4.5','2.5','0']"
77,"['3','3','5','4','2','0','5','3','1.5','3.5','2.5','6.5','0']"
78,"['4','1','4','5','4','0','4','1.5','4.5','3','5','1.5','0']"
79,"['4','5','2','3','1','0','5.5','1','6.5','3','4.5','6','0']"
80,"['3','4','3','5','2','0','3','2.5','2','4','2.5','2.5','0']"
81,"['3','5','4','1','2','0','5','6.5','5','1.5','1.5','4','0']"
82,"['3','5','3','5','2','0','5','6.5','4','2.5','5.5','6','0']"
83,"['5','2','3','4','5','0','5','2.5','5.5','6','1.5','6.5','0']"
84,"['5','2','2','2','4','0','6.5','2.5','3','4.5','3','1','0']"
85,"['4','3','3','4','1','0','3.5','6.5','4.5','6','6.5','6','0']"
86,"['1','2','5','5','3','0','6','1.5','4.5','5.5','1','5.5','0']"
87,"['1','1','1','5','2','0','5.5','1.5','4.5','1','4','4','0']"
88,"['5','3','4','3','3','0','3.5','4.5','1','2.5','5','5.5','0']"
89,"['3','3','3','1','2','0','4','3','1.5','1.5','2','1.5','0']"
90,"['4','1','1','5','1','0','4','3.5','5.5','4.5','3','3.5','0']"
91,"['1','3','5','3','3','0','5','6','6.5','6','6.5','1','0']"
92,"['1','4','3','2','4','0','3.5','5','6','6.5','1','6','0']"
93,"['5','3','1','5','1','0','5.5','2.5','4','5.5','2','3','0']"
94,"['1','1','4','2','2','0','4.5','3.5','5','6.5','5.5','1','0']"
95,"['1','3','3','3','2','0','5','6.5','5','5.5','5.5','3.5','0']"
96,"['5','1','4','4','3','0','5.5','4.5','3.5','5','6.5','1.5','0']"
97,"['1','1','2','1','2','0','3','1','5.5','2.5','3','2.5','0']"
98,"['4','5','4','2','1','0','2','1.5','2.5','2.5','2','4.5','0']"
99,"['2','3','3','2','5','0','5.5','1.5','3','3','3.5','2','0']"
100,"['1','2','1','4','4','0','4.5','5.5','4','3.5','5','2','0']"
101,"['4','4','2','2','5','0','2.5','3.5','4','2.5','4.5','2','0']"
102,"['4','4','5','2','1','0','5.5','5.5','4','2.5','2.5','6','0']"
103,"['3','5','1','2','3','0','3','3.5','5.5','2.5','3','5.5','0']"
104,"['3','5','3','2','4','0','3','4.5','6','5.5','4.5','4','0']"
105,"['1','1','2','2','3','0','3.5','2','6.5','6','4','5.5','0']"
106,"['1','3','5','1','3','0','4','5.5','6.5','3','3','4','0']"
107,"['2','2','4','5','1','0','2','2','1','4','1','1.5','0']"
108,"['1','2','4','1','4','0','2','5','5','1','1.5','4.5','0']"
109,"['1','4','5','5','1','0','4','1.5','1','1.5','5','6.5','0']"
110,"['2','5','2','4','3','0','1','4.5','2.5','5','4','2','0']"
111,"['1','3','3','5','3','0','6','3','1','4','5','5','0']"
112,"['2','3','3','2','3','0','6.5','3','6','6','5.5','5.5','0']"
113,"['1','4','4','3','1','0','6.5','6','5','6.5','3.5','4.5','0']"
114,"['4','5','4','2','5','0','5','6','5.5','3','4.5','4','0']"
115,"['5','4','1','1','4','0','1','3.5','3','3','4','2','0']"
116,"['1','3','4','2','5','0','2.5','3','5','5.5','4','2','0']"
117,"['3','5','1','1','1','0','6.5','3','2','3.5','2','4.5','0']"
118,"['2','4','4','2','3','0','4','6','6.5','5.5','6','2','0']"
119,"['5','1','4','2','1','0','2','3.5','6.5','1','6.5','5.5','0']"
120,"['3','2','4','1','4','0','4.5','1','1.5','3.5','1','2','0']"
121,"['5','4','2','3','5','0','5','4','5','4.5','6.5','6.5','0']"
122,"['1','1','3','5','1','0','1','1.5','1','6','2','4','0']"
123,"['5','2','5','3','3','0','2','5','6','6','4.5','4','0']"
124,"['1','1','3','4','3','0','5','5','6','6','4','3.5','0']"
125,"['4','4','3','1','2','0','6','5.5','2.5','2','1','6.5','0']"
126,"['3','5','4','3','4','0','5','2','4','5.5','6.5','2.5','0']"
127,"['2','1','5','2','1','0','5.5','3','5','2.5','2','5.5','0']"
128,"['5','5','5','2','3','0','4.5','2.5','6.5','6.5','6.5','2','0']"
129,"['1','4','5','3','5','0','2.5','2','6','1.5','5.5','4.5','0']"
130,"['4','2','2','3','3','0','5','6','5','5','5','2.5','0']"
131,"['1','5','3','3','3','0','5.5','5','1','6','4','3','0']"
132,"['4','3','1','1','1','0','2.5','1','5','3','2.5','1.5','0']"
133,"['5','4','2','2','2','0','3','5.5','3','4.5','4','1.5','0']"
134,"['4','4','5','5','2','0','1.5','6','3.5','3','5.5','2','0']"
135,"['4','1','3','4','1','0','1.5','3','4.5','6.5','4.5','4.5','0']"
136,"['2','4','5','4','5','0','4','1','4.5','5.5','3','5','0']"
137,"['5','4','1','5','5','0','6.5','5.5','6','4','5.5','1.5','0']"
138,"['5','4','5','3','2','0','1.5','6','4','2.5','1.5','6.5','0']"
139,"['5','4','5','2','1','0','6.5','6.5','1','6.5','3','1','0']"
140,"['3','5','3','5','3','0','5','3.5','2','5','4','2.5','0']"
141,"['4','3','5','1','5','0','2.5','6','2','1.5','3','5.5','0']"
142,"['2','3','2','4','2','0','3.5','6','3','3.5','4.5','6.5','0']"
143,"['3','2','2','4','3','0','6.5','2.5','3.5','1','6.5','1.5','0']"
144,"['1','4','2','1','1','0','5','4','3.5','1.5','6.5','2','0']"
145,"['2','5','5','3','3','0','6.5','5.5','3','3.5','1','4.5','0']"
146,"['3','1','3','2','4','0','4.5','6.5','5.5','1','3.5','4','0']"
147,"['1','1','4','5','1','0','6','4.5','4','3.5','1.5','1.5','0']"
148,"['1','1','3','1','5','0','6.5','3.5','1','6.5','3.5','2.5','0']"
149,"['5','2','4','1','2','0','3','6','1.5','3','5','2.5','0']"
150,"['3','4','1','5','4','0','5','5','6','1','5','2','0']"
151,"['5','3','3','2','3','0','3','3','6','3.5','3','6','0']"
152,"['2','2','4','1','2','0','1','3.5','3.5','3','6','5','0']"
153,"['3','1','5','5','3','0','4.5','5.5','5','4','6.5','2.5','0']"
154,"['3','5','3','1','1','0','5.5','5','5','3','6','1.5','0']"
155,"['3','1','1','4','3','0','2.5','3','1','5.5','4','3.5','0']"
156,"['1','3','5','5','2','0','4.5','1.5','4.5','3','2.5','4.5','0']"
157,"['2','5','1','5','5','0','1','2.5','6.5','1','5.5','2','0']"
158,"['2','2','3','1','2','0','1.5','3.5','3','6.5','6.5','4.5','0']"
159,"['5','4','4','1','1','0','5','6','4.5','3','3','5','0']"
160,"['4','5','1','1','3','0','6','2.5','1','5.5','1.5','3.5','0']"
161,"['3','1','2','5','2','0','4','5','3.5','5.5','5','1','0']"
162,"['3','5','3','3','3','0','1','4.5','2','3.5','4.5','3.5','0']"
163,"['4','3','1','1','1','0','2.5','2.5','4','5.5','2','5.5','0']"
164,"['3','3','3','2','3','0','1.5','3.5','5.5','2.5','2.5','3','0']"
165,"['4','1','3','1','5','0','1.5','2','4.5','6','5.5','1','0']"
166,"['2','3','5','5','4','0','6','6','4','2','5.5','1','0']"
167,"['2','5','2','5','5','0','2','4','5.5','1.5','2.5','4.5','0']"
168,"['2','3','4','4','1','0','6','6','2.5','4','3','6','0']"
169,"['5','1','4','4','4','0','3','6','4','1.5','5','5','0']"
170,"['3','2','5','3','3','0','3.5','5','5.5','4.5','6','4','0']"
171,"['4','2','4','2','1','0','2.5','1.5','1.5','1.5','1','5','0']"
172,"['4','4','1','4','4','0','2.5','6','1','2.5','5','2','0']"
173,"['3','3','5','2','2','0','4','5','2','2.5','2','4','0']"
174,"['5','2','4','1','4','0','2.5','5','1.5','6','5','2.5','0']"
175,"['3','4','4','3','2','0','2.5','2.5','1','2.5','6','5','0']"
176,"['1','2','1','5','4','0','6','5.5','4','5','2','2.5','0']"
177,"['5','3','4','2','5','0','3.5','3','6.5','5','1','1','0']"
178,"['1','4','1','3','4','0','1.5','4','4','3.5','4','4.5','0']"
179,"['5','1','4','4','4','0','1.5','1','4','5','2.5','2.5','0']"
180,"['4','4','3','5','3','0','4','6','2.5','5','6','4.5','0']"
181,"['4','2','2','1','3','0','3','2.5','3','3','6','1','0']"
182,"['2','2','5','5','3','0','3','1','5.5','4','2.5','2','0']"
183,"['5','3','5','4','3','0','5.5','6','1.5','2','5.5','2','0']"
184,"['4','3','2','5','1','0','1','6','2.5','1','5','4','0']"
185,"['3','5','3','2','1','0','4','3.5','5.5','4','5.5','6','0']"
186,"['4','1','3','3','4','0','3','5','3.5','6','1','2','0']"
187,"['5','5','1','1','2','0','6','2','2.5','3','2.5','5.5','0']"
188,"['4','2','5','3','1','0','3','6.5','5.5','5.5','3','5.5','0']"
189,"['3','4','4','5','1','0','2.5','3','2','2','1.5','4.5','0']"
190,"['3','1','5','4','5','0','2.5','5.5','3.5','6.5','5.5','1','0']"
191,"['3','5','3','1','3','0','2.5','2','1.5','3','5.5','1','0']"
192,"['5','3','3','4','4','0','3','3','5.5','5','5','4.5','0']"
193,"['2','2','2','1','1','0','3','3.5','1','2.5','4.5','2.5','0']"
194,"['5','3','5','1','1','0','4','3.5','1.5','6','5','1.5','0']"
195,"['5','1','4','2','1','0','1.5','5','2.5','2.5','6.5','5','0']"
196,"['4','2','3','3','2','0','3','1.5','4.5','3','5.5','2','0']"
197,"['3','1','1','1','2','0','6','6','5','3','3','6.5','0']"
198,"['1','3','1','5','4','0','6.5','5.5','4.5','6','2.5','4.5','0']"
199,"['2','2','5','1','1','0','1.5','6','5','4.5','1','3','0']"
200,"['3','3','5','4','4','0','6.5','5','3','5.5','2.5','3.5','0']"
201,"['2','5','5','2','5','0','3.5','3','4.5','5.5','2','6','0']"
202,"['5','1','4','4','1','0','5','3','6','2','1','3.5','0']"
203,"['5','4','1','3','4','0','2.5','1.5','5','3.5','1','4','0']"
204,"['2','4','3','3','4','0','2.5','3','4','5','3.5','3.5','0']"
205,"['5','5','5','2','5','0','1','5.5','2.5','5.5','4','6.5','0']"
206,"['3','3','1','3','5','0','3','2','6','3.5','1.5','1','0']"
207,"['2','1','2','2','5','0','1','2.5','4','2','4','5','0']"
208,"['3','5','3','1','3','0','4.5','4.5','4.5','6','6.5','3.5','0']"
209,"['5','1','5','4','4','0','1.5','6','3.5','4.5','6','5','0']"
210,"['3','3','4','3','4','0','1.5','4','2.5','2','3','2','0']"
211,"['4','4','5','2','2','0','5.5','2','5','5','5','6','0']"
212,"['3','5','4','2','3','0','2.5','3.5','1','4','2.5','6','0']"
213,"['2','5','1','2','5','0','2','2.5','1','6.5','3.5','5.5','0']"
214,"['5','1','3','2','5','0','2.5','1.5','4','2','4','3.5','0']"
215,"['3','5','2','4','5','0','3.5','4','6.5','4','2.5','4','0']"
216,"['1','5','2','5','2','0','3.5','6.5','3.5','4','4','5.5','0']"
217,"['2','2','1','4','3','0','1','3','1','1.5','5.5','5','0']"
218,"['2','4','3','1','2','0','1','2.5','5.5','2','2.5','1.5','0']"
219,"['1','1','2','5','2','0','6','6','1','5.5','3.5','5','0']"
220,"['1','2','2','3','2','0','3','3','3','5','4.5','1.5','0']"
221,"['5','1','2','4','5','0','4','6','1','3.5','1.5','4.5','0']"
222,"['2','2','1','2','2','0','1.5','6','5','5.5','4','4','0']"
223,"['4','3','1','5','2','0','3.5','6','1','1.5','1','5','0']"
224,"['2','3','4','1','3','0','4','3','5.5','5','6','1','0']"
225,"['2','5','4','1','5','0','2','4','6.5','5','3','6','0']"
226,"['1','2','2','3','3','0','6.5','6.5','3.5','6','1','1.5','0']"
227,"['1','1','2','3','4','0','3.5','6.5','4','1','1','5.5','0']"
228,"['2','4','5','4','2','0','1.5','3.5','6.5','2.5','6','3','0']"
229,"['3','5','2','3','3','0','4','6.5','6.5','5','6','3','0']"
230,"['1','5','2','2','3','0','5.5','3','4','3.5','6.5','5','0']"
231,"['3','3','4','1','3','0','6','4.5','2.5','4.5','4','6','0']"
232,"['4','1','4','4','2','0','1.5','4','4','2','4.5','5','0']"
233,"['5','2','4','2','2','0','6','2.5','3','4','1.5','1.5','0']"
234,"['5','4','2','4','5','0','1.5','3.5','5','6','5.5','5.5','0']"
235,"['4','1','1','5','1','0','2.5','2','1.5','6','3','3','0']"
236,"['3','5','4','2','4','0','6.5','4.5','3.5','6','2.5','2.5','0']"
237,"['3','1','1','1','4','0','5.5','1','2.5','1','5.5','1','0']"
238,"['1','3','1','1','2','0','5','5.5','3.5','2.5','5.5','6.5','0']"
239,"['1','3','2','5','2','0','6.5','1','3.5','2.5','1.5','6','0']"
240,"['5','4','4','1','4','0','5','5.5','3.5','2','2.5','6','0']"
241,"['1','5','1','5','5','0','5.5','4','1','3.5','1','4.5','0']"
242,"['5','2','3','3','2','0','3','2','2','5.5','3','3','0']"
243,"['5','2','5','4','1','0','5.5','5.5','4.5','1.5','3.5','2','0']"
244,"['4','2','2','5','3','0','5.5','1','5.5','3','2','5','0']"
245,"['4','2','2','4','2','0','6','3','2.5','5','1.5','6','0']"
246,"['1','4','1','4','5','0','1.5','3','3','3.5','1.5','4.5','0']"
247,"['5','1','3','2','4','0','4.5','3.5','4','2.5','3','5','0']"
248,"['3','5','2','4','2','0','5','2','2','3.5','6','1.5','0']"
249,"['3','1','4','3','5','0','1.5','3.5','6','5','4.5','5.5','0']"
250,"['2','5','3','1','4','0','4','1','1.5','3','3','5','0']"
251,"['5','2','1','2','5','0','5','6','4','2','5','3.5','0']"
252,"['4','2','3','4','5','0','3','1','4.5','5','1','3.5','0']"
253,"['2','1','1','4','4','0','4.5','5.5','5.5','2.5','1','2','0']"
254,"['3','2','3','5','1','0','3','4.5','1.5','1.5','4','2.5','0']"
255,"['3','2','5','2','4','0','4.5','5.5','3','2','3.5','1','0']"
256,"['5','1','2','4','5','0','5.5','5.5','5','4.5','1.5','2.5','0']"
257,"['2','4','2','2','5','0','2','2.5','4.5','3','3.5','2','0']"
258,"['5','1','2','2','3','0','4','6','2','2','4','1','0']"
259,"['1','2','4','4','4','0','5','3.5','4','3','1','6','0']"
260,"['2','5','4','2','3','0','4','6.5','2','2','2.5','1','0']"
261,"['5','3','5','4','1','0','6.5','2.5','1.5','4.5','2','2','0']"
262,"['4','4','5','4','2','0','1','2','1.5','4.5','4.5','6','0']"
263,"['5','1','5','5','2','0','4','3.5','6.5','3.5','6.5','1','0']"
264,"['1','5','3','1','5','0','5.5','3.5','5.5','6.5','3.5','4','0']"
265,"['2','1','5','4','2','0','4','2','4.5','6','4','1.5','0']"
266,"['4','1','4','5','3','0','4.5','6.5','1','1.5','3.5','5.5','0']"
267,"['4','4','4','1','2','0','4.5','4.5','3','6','5.5','3','0']"
268,"['4','4','1','3','1','0','4.5','4','3.5','3','5','5.5','0']"
269,"['1','1','3','3','1','0','4','1.5','4.5','6','6','4.5','0']"
270,"['2','5','3','3','2','0','3','5','3.5','4','1.5','5.5','0']"
271,"['4','4','1','1','3','0','3','4.5','2','2','3.5','1','0']"
272,"['4','3','2','1','5','0','5','1','3.5','5.5','1','3.5','0']"
273,"['4','3','1','2','3','0','6','4','1.5','6.5','5','4','0']"
274,"['4','5','5','4','5','0','3','5.5','4.5','1.5','5','6','0']"
275,"['5','3','3','5','2','0','3.5','5.5','6.5','4.5','5','4.5','0']"
276,"['5','3','3','2','5','0','4.5','4.5','5','4.5','5.5','2','0']"
277,"['4','5','3','4','1','0','2','2.5','3','6.5','5','3.5','0']"
278,"['2','2','4','2','1','0','4.5','6.5','3','6','2','5.5','0']"
279,"['3','3','3','1','3','0','4','3.5','1.5','6.5','5','1.5','0']"
280,"['3','2','1','1','4','0','3.5','6','1.5','5','2.5','4','0']"
281,"['3','5','3','2','4','0','5','4.5','1.5','5','1','2','0']"
282,"['4','3','3','1','5','0','6.5','6.5','5.5','1.5','1.5','4','0']"
283,"['4','1','3','3','4','0','5.5','6','1.5','2.5','5.5','2.5','0']"
284,"['1','5','2','3','5','0','6.5','4.5','3','5.5','4.5','4','0']"
285,"['5','5','1','1','1','0','1.5','4','4.5','4.5','2.5','3','0']"
286,"['1','4','2','4','2','0','4','4.5','3','3.5','5','3','0']"
287,"['4','4','2','4','1','0','2','3.5','4','1','5.5','4.5','0']"
288,"['2','1','4','3','4','0','4','5','6.5','4.5','2','2','0']"
289,"['4','3','4','1','5','0','2.5','1.5','6.5','4.5','5.5','6.5','0']"
290,"['3','3','1','2','3','0','4','2','6','5','4.5','1','0']"
291,"['3','2','1','2','2','0','4','3.5','1','2.5','3','6.5','0']"
292,"['2','5','4','3','4','0','4','2.5','6','3','4.5','2','0']"
293,"['3','5','2','5','4','0','4','5.5','6','5','3','3','0']"
294,"['5','4','1','3','1','0','3.5','6.5','3','2.5','5.5','3.5','0']"
295,"['5','1','4','4','3','0','6.5','1','3.5','4.5','6','3.5','0']"
296,"['5','5','4','1','5','0','4.5','1.5','4','1.5','3.5','6.5','0']"
297,"['3','3','5','3','3','0','1','2.5','5.5','6','6.5','6.5','0']"
298,"['4','2','2','3','4','0','2','2.5','5','3','6.5','3.5','0']"
299,"['2','4','3','4','5','0','5.5','4','2.5','1.5','2.5','1.5','0']"
300,"['2','3','3','3','3','0','2.5','2','4','6.5','4','1.5','0']"
301,"['1','4','1','2','2','0','4','5','3.5','5','4','4.5','0']"
302,"['2','3','2','3','5','0','4.5','1','1.5','4.5','2.5','6.5','0']"
303,"['2','2','3','4','1','0','5.5','1','1','1','3','4.5','0']"
304,"['3','1','2','3','4','0','1','4.5','3.5','3.5','6','5','0']"
305,"['5','4','5','2','1','0','2','6.5','6.5','5.5','3.5','5','0']"
306,"['4','3','1','1','2','0','4','3','4','1.5','3.5','5.5','0']"
307,"['1','4','5','2','5','0','6.5','2.5','2.5','1.5','4.5','6.5','0']"
308,"['5','1','3','4','3','0','6.5','6.5','6.5','3','4','3.5','0']"
309,"['1','1','1','1','1','0','5','3.5','3','3.5','3.5','6','0']"
310,"['5','4','2','5','3','0','3.5','4','5','6.5','3.5','3','0']"
311,"['2','4','2','1','5','0','5','2.5','5','1','5.5','1','0']"
312,"['5','2','2','1','3','0','3','5','3','6.5','5','4.5','0']"
313,"['3','4','5','5','4','0','1.5','5','5','2','1.5','5','0']"
314,"['4','4','3','2','3','0','1.5','6','5','5','5','4.5','0']"
315,"['3','5','2','5','5','0','3.5','3.5','4','4.5','5','4.5','0']"
316,"['3','1','3','3','1','0','3.5','5','1','6','2','4','0']"
317,"['4','3','2','4','5','0','5.5','4','5.5','1','1.5','6','0']"
318,"['3','2','5','3','1','0','4.5','6','4.5','2.5','4','4.5','0']"
319,"['5','5','5','2','3','0','2.5','1','2','5.5','2.5','2','0']"
320,"['4','4','3','3','4','0','1','4','3.5','5.5','3.5','3.5','0']"
321,"['3','1','1','4','3','0','6','4','2','1','1','4.5','0']"
322,"['2','4','5','2','2','0','1','3','2','1','5.5','2','0']"
323,"['1','3','4','4','3','0','1','2','1','3','2.5','5','0']"
324,"['1','3','2','3','5','0','1.5','2','2','5','6','6','0']"
325,"['2','5','2','3','5','0','4','4','3','3.5','6','1.5','0']"
326,"['5','5','5','5','3','0','5','6.5','1.5','2.5','3','5.5','0']"
327,"['2','3','4','3','1','0','3','5','1','1.5','2','5','0']"
328,"['1','2','4','5','2','0','6.5','5','2','2.5','5','2','0']"
329,"['2','4','1','3','3','0','4.5','3','4.5','6','3','2.5','0']"
330,"['4','4','1','3','5','0','4.5','3.5','5.5','5','6','2','0']"
331,"['2','2','1','1','1','0','6','4.5','3.5','2.5','3.5','2.5','0']"
332,"['1','4','4','1','5','0','5.5','1','2.5','5.5','4.5','2','0']"
333,"['3','3','3','4','5','0','1.5','5','2.5','3.5','1.5','4','0']"
334,"['3','5','3','2','4','0','5','6','4','5.5','3.5','2.5','0']"
335,"['3','4','3','1','3','0','3','4','5','5','2','1','0']"
336,"['1','4','2','3','2','0','6.5','4.5','1','2','5.5','4','0']"
337,"['5','1','3','3','1','0','4.5','1.5','2','1.5','5','1','0']"
338,"['5','4','1','1','1','0','1.5','3.5','3','1','3','4','0']"
339,"['4','3','4','2','3','0','2.5','1.5','4','2','1','6.5','0']"
340,"['2','1','2','1','4','0','5','3','4.5','1.5','5','6.5','0']"
341,"['4','5','2','2','1','0','1','6.5','5.5','3','6','3.5','0']"
342,"['1','4','3','4','1','0','2','4','3','2.5','2.5','3.5','0']"
343,"['5','2','1','2','2','0','6.5','4.5','1.5','3','6','2.5','0']"
344,"['4','3','4','4','2','0','4.5','6','3','4','1.5','3.5','0']"
345,"['5','2','5','5','4','0','5.5','1','2.5','6.5','5','3.5','0']"
346,"['5','1','3','3','5','0','3','1','1','2.5','2','6','0']"
347,"['5','5','1','2','1','0','4','2','4.5','3','3','3','0']"
348,"['4','4','1','1','2','0','1','6.5','3','6.5','2','5','0']"
349,"['1','5','4','3','4','0','6.5','4.5','6.5','1.5','4','2.5','0']"
350,"['4','1','2','2','2','0','2.5','4.5','4','3','5.5','3','0']"
351,"['5','2','5','2','3','0','3.5','1.5','6','4.5','6','2.5','0']"
352,"['2','4','4','4','3','0','1.5','1.5','2','1','1.5','4.5','0']"
353,"['3','3','5','5','5','0','1.5','5.5','1.5','2.5','5.5','1','0']"
354,"['4','1','1','5','3','0','1.5','5.5','1.5','6','4.5','5.5','0']"
355,"['1','3','2','1','3','0','1.5','2','5','4','4.5','6','0']"
356,"['3','2','3','4','4','0','3.5','3','2','1','2','1','0']"
357,"['5','2','4','5','1','0','4.5','1.5','6.5','2.5','2.5','6.5','0']"
358,"['1','1','3','4','4','0','2','2','6','4.5','6','2.5','0']"
359,"['1','3','1','1','2','0','6.5','2','1.5','3','1','6','0']"
360,"['4','5','1','5','2','0','3','6.5','3.5','1','5.5','4.5','0']"
361,"['4','2','4','4','5','0','1','5','6','5','3','6.5','0']"
362,"['2','1','1','2','2','0','2','2','2.5','1','1','6','0']"
363,"['2','5','1','2','1','0','1.5','5.5','1.5','6.5','4.5','2','0']"
364,"['5','5','4','5','4','0','5','3','3','6','6','5.5','0']"
365,"['3','1','2','2','2','0','3','2','6','6.5','1.5','6','0']"
366,"['4','2','2','1','5','0','2','5.5','5','4.5','5','1.5','0']"
367,"['4','4','2','5','2','0','6.5','6','1','6.5','5','6','0']"
368,"['3','5','3','3','1','0','4','1.5','6.5','5.5','4','2','0']"
369,"['4','3','1','4','2','0','5','2.5','2','1','3.5','2','0']"
