personID,traj
218,"['3','1','5','4','5','0','5.5','2.5','2','5','3','1.5','0']"
219,"['1','2','3','4','1','0','5.5','2.5','4.5','2.5','4.5','6.5','0']"
220,"['1','2','2','1','4','0','1.5','3.5','4.5','6','2','2.5','0']"
221,"['3','5','2','2','2','0','2','3.5','4','4.5','1','1','0']"
222,"['3','5','4','2','4','0','3.5','5.5','3.5','1','5','2.5','0']"
223,"['5','1','3','4','2','0','1','4','2.5','5.5','4','5','0']"
224,"['4','2','2','5','3','0','2.5','2.5','3.5','2','2','1.5','0']"
225,"['3','1','4','5','2','0','3','6.5','2','4.5','1','5.5','0']"
226,"['5','2','1','3','4','0','3','4.5','2.5','6.5','4','4.5','0']"
227,"['2','4','3','5','3','0','4','1','5','5','6.5','1','0']"
228,"['5','1','3','1','4','0','2','1','6','5.5','3','3','0']"
229,"['2','5','2','1','2','0','3.5','3.5','3.5','1','5.5','1','0']"
230,"['4','3','5','5','4','0','3','2.5','5.5','2.5','4.5','2.5','0']"
231,"['4','1','3','4','5','0','5','5','5.5','5','2','3','0']"
232,"['4','4','2','5','3','0','5.5','4','1','5','3','4.5','0']"
233,"['2','5','4','4','5','0','1','2','5.5','6.5','3.5','1','0']"
234,"['1','2','4','5','5','0','2.5','3','2.5','5','2','2.5','0']"
235,"['2','4','2','5','3','0','2','1','3.5','3','3.5','1','0']"
236,"['2','5','1','2','1','0','3','6','3.5','5','2.5','6.5','0']"
237,"['4','3','1','3','4','0','2.5','3.5','1','5','5.5','6.5','0']"
238,"['5','4','5','5','1','0','2','1','6','6.5','5.5','3','0']"
239,"['4','2','4','1','5','0','3','5.5','2','5','4','3','0']"
240,"['5','5','5','3','5','0','3','6','1.5','2.5','3','5','0']"
241,"['2','3','2','3','5','0','5','2','3.5','4','2.5','3.5','0']"
242,"['2','1','5','1','4','0','5','4','3.5','4.5','2.5','1','0']"
243,"['3','3','1','5','4','0','6','1','6.5','5','1.5','4.5','0']"
244,"['4','4','1','3','5','0','6','6','4.5','3.5','4','4.5','0']"
245,"['1','1','4','4','4','0','3','4.5','4','5.5','4.5','5.5','0']"
246,"['1','4','1','5','5','0','3','4.5','5.5','1.5','1','6.5','0']"
247,"['5','4','2','4','3','0','6','1','1','3','3.5','6.5','0']"
248,"['1','3','5','4','1','0','3.5','3','5.5','5.5','2','2.5','0']"
249,"['1','4','4','3','5','0','3.5','6','2.5','3','4','6.5','0']"
250,"['5','3','3','2','3','0','1','4','1.5','1.5','4.5','5.5','0']"
251,"['2','4','2','4','1','0','3.5','3.5','4','5.5','2','3','0']"
252,"['2','5','1','3','3','0','2','1.5','3','6.5','3.5','5','0']"
253,"['5','3','4','5','5','0','2.5','5','1','6','5','5.5','0']"
254,"['3','4','1','3','3','0','5','5.5','5.5','4.5','3','2','0']"
255,"['2','4','5','4','3','0','3.5','1.5','6.5','6','1','4','0']"
256,"['4','3','1','3','3','0','5.5','6.5','6.5','3.5','4','4.5','0']"
257,"['1','4','5','3','4','0','6.5','6','3','5.5','4.5','6.5','0']"
258,"['3','1','4','2','4','0','4.5','3.5','5','1.5','4.5','3','0']"
259,"['2','2','2','4','1','0','1.5','3.5','4','6.5','6.5','6','0']"
260,"['4','1','4','5','2','0','2','6.5','1.5','2.5','3','1.5','0']"
261,"['2','4','4','3','5','0','4.5','5','6','4.5','1.5','5.5','0']"
262,"['1','5','5','2','5','0','3','5','1','1','5.5','2','0']"
263,"['4','5','4','4','4','0','1','4.5','3.5','3','5.5','6.5','0']"
264,"['4','4','3','1','5','0','5.5','3','2','3','3','6','0']"
265,"['2','5','1','5','5','0','4','2','5','1','6','3.5','0']"
266,"['4','2','3','3','2','0','6','5','3','5.5','3.5','3.5','0']"
267,"['2','5','5','1','5','0','3','5.5','4.5','3.5','5','5','0']"
268,"['1','3','1','4','1','0','1.5','2.5','5.5','5.5','5.5','4.5','0']"
269,"['5','3','1','4','1','0','2','5','1.5','5','1.5','5.5','0']"
270,"['2','4','2','1','2','0','6','1','5','5.5','5.5','6.5','0']"
271,"['2','4','3','3','3','0','3.5','4','6.5','1.5','1.5','4.5','0']"
272,"['2','2','3','1','2','0','5','2.5','1.5','1','2.5','4.5','0']"
273,"['1','5','4','3','1','0','1','2','2.5','6','1','6.5','0']"
274,"['2','1','3','1','5','0','4.5','1','5.5','6.5','5.5','1','0']"
275,"['5','1','3','1','5','0','6','4','6.5','1','2.5','5.5','0']"
276,"['5','5','4','5','3','0','4.5','4.5','4','1.5','5','6','0']"
277,"['2','1','4','5','1','0','2.5','1.5','3.5','1.5','3.5','5','0']"
278,"['4','2','5','4','4','0','5','6','4','3.5','4.5','2.5','0']"
279,"['3','3','1','4','5','0','1.5','4','4.5','5','4.5','1.5','0']"
280,"['2','1','5','1','1','0','5','4','2','6.5','1.5','5.5','0']"
281,"['2','4','1','1','1','0','3.5','6','1.5','6','2.5','2','0']"
282,"['2','3','1','2','4','0','5.5','1.5','1','1.5','1.5','1','0']"
283,"['2','1','2','2','4','0','5','2.5','3.5','3','4.5','1.5','0']"
284,"['5','4','5','2','4','0','6.5','5.5','3','5','3.5','5','0']"
285,"['3','2','2','2','2','0','2','3','1.5','4.5','4.5','1.5','0']"
286,"['3','1','3','2','2','0','1','1.5','4.5','3','3','6','0']"
287,"['3','4','5','2','1','0','5','6','5.5','1.5','1.5','3.5','0']"
288,"['5','4','1','3','5','0','3.5','3.5','1.5','1','3.5','6.5','0']"
289,"['5','4','2','4','1','0','6','4','2.5','5.5','4','5','0']"
290,"['1','1','3','3','4','0','2','5','1','6','6','4.5','0']"
291,"['5','1','1','5','1','0','4.5','5','5','6.5','1','2.5','0']"
292,"['1','2','3','4','5','0','4.5','3','1.5','3.5','3','1','0']"
293,"['2','5','3','4','3','0','1.5','5.5','4.5','3.5','4','5','0']"
294,"['1','3','2','4','4','0','4.5','3','4','5','2','2.5','0']"
295,"['5','1','5','4','4','0','3','1','3','6.5','3.5','6','0']"
296,"['2','3','3','1','3','0','6.5','2','6.5','2','4','5.5','0']"
297,"['2','5','5','1','2','0','5.5','2','4','5.5','6','2','0']"
298,"['3','4','3','3','5','0','6','3','2','2.5','5','2','0']"
299,"['2','5','5','5','1','0','2','6','1.5','4','1.5','6.5','0']"
300,"['4','3','4','3','1','0','1.5','2','5','2.5','5','2.5','0']"
301,"['5','4','4','1','3','0','4.5','5.5','3','5','1.5','6.5','0']"
302,"['3','3','4','3','2','0','1.5','5.5','4.5','1','3.5','4','0']"
303,"['4','2','3','1','5','0','3','6','6.5','2.5','2','6','0']"
304,"['5','5','1','2','1','0','6','5.5','2','3.5','4.5','6','0']"
305,"['5','5','4','3','1','0','4','4.5','4','3.5','1','6','0']"
306,"['3','2','4','3','2','0','4.5','3.5','2','6.5','6','4.5','0']"
307,"['3','2','4','1','1','0','3','4','1.5','4','4.5','2.5','0']"
308,"['5','2','1','2','2','0','3.5','4.5','4','5','1.5','4','0']"
309,"['3','5','2','5','1','0','5.5','4.5','6','2.5','1.5','4.5','0']"
310,"['4','1','1','3','2','0','6.5','6.5','6','5.5','6','3.5','0']"
311,"['3','5','5','4','1','0','3','2','6','2.5','3.5','6.5','0']"
312,"['4','4','1','4','3','0','1.5','2','4','6','6.5','6.5','0']"
313,"['1','5','5','2','5','0','1','1.5','3.5','3','4','1','0']"
314,"['2','5','2','3','4','0','4','1.5','5.5','1','6','5','0']"
315,"['1','5','1','4','2','0','1.5','2','1.5','2','4','6.5','0']"
316,"['5','5','1','1','5','0','3.5','6.5','4.5','3.5','3','3.5','0']"
317,"['5','5','4','1','5','0','1','6.5','1.5','5','6','3.5','0']"
318,"['1','5','4','4','5','0','5','3.5','6.5','6.5','1.5','2.5','0']"
319,"['3','1','2','5','2','0','2','2','5.5','4','3','2.5','0']"
320,"['4','2','5','5','2','0','4.5','2','6.5','4.5','5','2','0']"
321,"['5','1','5','2','2','0','5.5','4.5','2.5','6','4','1','0']"
322,"['4','5','2','4','3','0','4','3','2.5','5','4','5.5','0']"
323,"['5','1','5','2','5','0','6.5','4','4.5','6','6','3','0']"
324,"['4','3','1','4','3','0','6','3.5','6.5','4','3.5','6.5','0']"
325,"['1','4','2','5','1','0','4','2','6.5','3.5','2','6','0']"
326,"['5','2','4','4','4','0','3.5','2','5','2.5','6','2','0']"
327,"['2','4','1','2','4','0','6','5','6','1','3','2.5','0']"
328,"['1','2','4','5','2','0','1.5','6','6.5','1.5','6.5','6.5','0']"
329,"['1','2','3','3','3','0','3.5','5','4.5','4.5','5','4','0']"
330,"['2','2','2','5','1','0','2','4.5','6','5.5','2.5','2.5','0']"
331,"['5','1','2','5','1','0','4','5','3','5','5','2','0']"
332,"['3','3','3','5','3','0','3','2.5','5.5','2.5','2.5','1.5','0']"
333,"['2','4','4','5','2','0','4','2','6','2.5','5.5','6.5','0']"
334,"['1','4','3','1','1','0','6','3.5','2','1','6.5','5','0']"
335,"['2','2','1','1','2','0','4.5','3.5','6','4.5','5','3','0']"
336,"['4','1','1','3','3','0','3.5','5.5','5','2','5.5','6.5','0']"
337,"['4','4','1','1','1','0','2.5','4.5','4','3.5','5','4','0']"
338,"['4','4','4','3','5','0','6.5','4','2','3.5','6','2','0']"
339,"['3','3','3','5','4','0','5.5','5.5','4','6.5','2','1','0']"
340,"['2','1','5','1','1','0','4.5','3','1','5.5','5','2','0']"
341,"['2','3','3','1','1','0','6','4','2','6.5','1','2.5','0']"
342,"['4','5','1','1','4','0','5','1.5','2','6.5','2.5','3','0']"
343,"['2','3','3','2','1','0','4','5.5','1','4.5','4','3.5','0']"
344,"['1','2','2','5','2','0','2.5','1','2','2.5','3.5','1.5','0']"
345,"['1','3','2','5','5','0','2.5','4','6.5','3.5','6.5','1.5','0']"
346,"['4','5','5','3','3','0','6.5','6','6','3','6','6','0']"
347,"['1','3','4','1','2','0','3','3','4','1','2.5','2','0']"
348,"['3','1','3','1','1','0','2.5','3.5','3','3.5','5.5','5','0']"
349,"['2','1','4','1','3','0','1','5.5','2','1.5','4.5','6.5','0']"
350,"['5','5','2','1','2','0','5','6.5','6','2.5','5','5','0']"
351,"['3','3','4','5','5','0','5','2.5','1.5','6.5','2.5','4.5','0']"
352,"['5','2','5','5','5','0','6','6.5','3.5','4','6','6.5','0']"
353,"['4','5','3','3','1','0','2.5','6.5','3','3','2','2.5','0']"
354,"['3','5','5','2','1','0','5.5','4','1','3.5','4.5','4','0']"
355,"['1','3','3','2','2','0','4.5','5','5','2','1.5','2','0']"
356,"['3','5','5','2','4','0','2.5','1.5','2.5','6.5','2','6.5','0']"
357,"['5','2','1','2','4','0','4.5','2.5','4.5','3','5','6','0']"
358,"['5','2','2','2','2','0','2.5','5.5','4.5','6','3','3','0']"
359,"['2','2','1','3','1','0','5.5','4.5','4','3.5','3.5','6','0']"
360,"['5','1','1','1','4','0','1.5','4.5','1.5','2.5','6','3.5','0']"
361,"['1','2','3','3','5','0','2.5','6.5','2.5','2.5','3.5','5','0']"
362,"['3','3','2','3','4','0','5.5','4.5','5','6','6','2','0']"
363,"['4','3','3','2','1','0','6.5','6','5','1','5.5','5.5','0']"
364,"['2','4','1','5','2','0','4.5','5.5','3.5','5.5','1','2.5','0']"
365,"['5','4','1','1','2','0','1.5','3','4','4','5','4','0']"
366,"['3','4','4','5','4','0','2.5','3','6','4.5','3','3.5','0']"
