personID,traj
74,"['1','2','2','2','4','0','4','2','3.5','2.5','4.5','4','0']"
75,"['1','3','1','1','1','0','1.5','6.5','6','3','1.5','6','0']"
76,"['1','5','1','3','5','0','4','2.5','5','4','6','5','0']"
77,"['1','2','2','2','3','0','5','1','4.5','5.5','2.5','4','0']"
78,"['5','4','1','3','4','0','2.5','5','6','3','1','4','0']"
79,"['3','3','4','3','1','0','2','6','5','6','5','2','0']"
80,"['5','2','3','2','5','0','1','1','6.5','5.5','1.5','3.5','0']"
81,"['5','3','5','2','3','0','4.5','5','1.5','4.5','4','5','0']"
82,"['5','2','3','4','5','0','1.5','2','5','1.5','4.5','1.5','0']"
83,"['4','2','1','4','4','0','3.5','1','6','1','6','3.5','0']"
84,"['2','4','4','4','1','0','5','2','4','6.5','1.5','3.5','0']"
85,"['3','4','3','1','2','0','1','1.5','1','2','5','5','0']"
86,"['2','5','5','2','5','0','6','4','2.5','3.5','6.5','6','0']"
87,"['3','3','5','1','3','0','5.5','5','4.5','3','6.5','2.5','0']"
88,"['2','2','3','3','1','0','6','6','6','4.5','3','1.5','0']"
89,"['4','5','2','3','4','0','5.5','6','5','1','2.5','2','0']"
90,"['5','2','5','5','5','0','6','6','3','4','5.5','3','0']"
91,"['3','5','5','2','2','0','4','4.5','4','1','1.5','1.5','0']"
92,"['5','4','3','3','3','0','2.5','2.5','4.5','2.5','5','6','0']"
93,"['5','2','4','1','2','0','1','4.5','3.5','4','2.5','1','0']"
94,"['3','5','1','3','4','0','6.5','3.5','4.5','2','2','4','0']"
95,"['1','5','4','3','4','0','6','5','1.5','2','5','5','0']"
96,"['5','4','3','3','4','0','5.5','6.5','1','3.5','2.5','2','0']"
97,"['1','3','2','5','2','0','3.5','5','1.5','5.5','1.5','1.5','0']"
98,"['2','1','3','1','5','0','4.5','2.5','4','2.5','4.5','2.5','0']"
99,"['4','2','1','1','3','0','2.5','5.5','5','6.5','4.5','4','0']"
100,"['4','4','2','2','5','0','1','6','5','4','3','6.5','0']"
101,"['1','1','3','1','1','0','1','6.5','6','4','5.5','5.5','0']"
102,"['4','1','4','5','3','0','6','1.5','4.5','5','1.5','6.5','0']"
103,"['3','3','2','3','5','0','3','2.5','3','5','6.5','4','0']"
104,"['1','3','4','5','3','0','4.5','5.5','1.5','3.5','3.5','4.5','0']"
105,"['1','5','5','2','5','0','3','2.5','6','2','2','1.5','0']"
106,"['5','5','4','2','4','0','1','5','4.5','6.5','1','5','0']"
107,"['1','1','3','4','2','0','6','4','3.5','2.5','4.5','4','0']"
108,"['2','3','3','4','3','0','5','1.5','1.5','4.5','5','2.5','0']"
109,"['2','2','2','2','3','0','6','2','2','5.5','6','4.5','0']"
110,"['5','2','1','4','3','0','5.5','5.5','6.5','4','1','3.5','0']"
111,"['1','4','5','4','4','0','3.5','2','5','2','3.5','1','0']"
112,"['5','3','2','1','4','0','6','6.5','4.5','3','5','2','0']"
113,"['3','5','4','4','2','0','6','5.5','2','2','4.5','4.5','0']"
114,"['4','3','3','2','5','0','6','6','3.5','6','4','2.5','0']"
115,"['4','2','5','4','5','0','2.5','6','1','6','2.5','1.5','0']"
116,"['5','4','1','2','1','0','4.5','3.5','1.5','5.5','3.5','6','0']"
117,"['1','4','2','3','2','0','3.5','4','5','2.5','1','4','0']"
118,"['1','5','4','3','4','0','4','2','3','6','6','3.5','0']"
119,"['4','5','1','2','4','0','3','6','3.5','6.5','1','4.5','0']"
120,"['3','2','5','1','2','0','5','4.5','3','2','1.5','6','0']"
121,"['3','2','2','2','5','0','6.5','4','5','5','3','6.5','0']"
122,"['1','3','4','3','1','0','6.5','6','6','1','4.5','4.5','0']"
123,"['5','2','4','3','1','0','4.5','4.5','5','5','4','6.5','0']"
124,"['4','4','2','5','5','0','3','6','2.5','1.5','3','6.5','0']"
125,"['4','5','1','2','4','0','2','1','5.5','2','3','5.5','0']"
126,"['4','5','4','4','3','0','3.5','1.5','4.5','2','5','5.5','0']"
127,"['4','5','3','1','1','0','3.5','6.5','5','6.5','2.5','6','0']"
128,"['5','5','1','4','2','0','2','5.5','2.5','5.5','5','4','0']"
129,"['3','4','1','1','3','0','2','4.5','6.5','1','1.5','5.5','0']"
130,"['1','5','1','5','5','0','4.5','4.5','5.5','4.5','5','1.5','0']"
131,"['1','4','5','2','3','0','2','2','6.5','4.5','4','1.5','0']"
132,"['4','5','4','2','1','0','6','4.5','6','6','6','6.5','0']"
133,"['5','4','1','5','4','0','1','1.5','2.5','6','5.5','2','0']"
134,"['1','5','4','4','1','0','1.5','1.5','2','3.5','1','3.5','0']"
135,"['1','1','2','1','3','0','6','4.5','4','1','3','6.5','0']"
136,"['5','5','5','2','1','0','6.5','4','2','4.5','1.5','3.5','0']"
137,"['5','1','4','2','2','0','2','6.5','5.5','1','5.5','1','0']"
138,"['2','5','1','5','4','0','5.5','2','6','2.5','2.5','1','0']"
139,"['3','4','3','4','3','0','4','3','2','3','4.5','2.5','0']"
140,"['2','1','1','1','2','0','6.5','2.5','6','1','4.5','1','0']"
141,"['5','5','2','2','4','0','6','4','6.5','5.5','5','5','0']"
142,"['5','4','5','5','5','0','1','1.5','2.5','1.5','1','5','0']"
143,"['3','3','1','5','5','0','2.5','5.5','3','5.5','6','1','0']"
144,"['5','4','4','3','4','0','6','5.5','2','2','3.5','3.5','0']"
145,"['1','5','4','4','1','0','6','6.5','5.5','3','5.5','2','0']"
146,"['5','1','5','3','3','0','3.5','2','6','2.5','6.5','1','0']"
147,"['1','2','3','3','1','0','5.5','5.5','5.5','6','4','2','0']"
148,"['3','3','2','1','3','0','6','3.5','2.5','5.5','1.5','5.5','0']"
149,"['4','3','5','2','1','0','6','6.5','2','3','5.5','1.5','0']"
150,"['1','1','1','5','3','0','6.5','5.5','3','2','3','2.5','0']"
151,"['5','1','3','3','2','0','4','3','1','5.5','2.5','2.5','0']"
152,"['5','1','1','4','3','0','4.5','2','5.5','2','6.5','2','0']"
153,"['2','1','4','4','3','0','6.5','6','5','5','6','6','0']"
154,"['1','4','4','1','4','0','3.5','4','4','4','3','2','0']"
155,"['3','5','3','2','3','0','6','1.5','4','2.5','5.5','6','0']"
156,"['3','4','4','3','1','0','1','5.5','2.5','4.5','2.5','5','0']"
157,"['1','5','4','3','2','0','2','2','2.5','1.5','2.5','2','0']"
158,"['4','5','3','2','5','0','4.5','5.5','6.5','5','5.5','4','0']"
159,"['1','2','4','3','5','0','6','5','1','3','4.5','6','0']"
160,"['1','4','3','4','3','0','5','5','2','2.5','3.5','5.5','0']"
161,"['5','3','4','1','2','0','6','6.5','1.5','6','5.5','4','0']"
162,"['1','2','4','3','4','0','6','5','3.5','4','6','6','0']"
163,"['4','3','3','1','5','0','4','5.5','3.5','3.5','2','2.5','0']"
164,"['2','1','4','2','5','0','6.5','5.5','5.5','1','6.5','4','0']"
165,"['2','1','1','1','2','0','3','5','3.5','2.5','3','4','0']"
166,"['3','5','2','4','5','0','1','2.5','2','6.5','2','5.5','0']"
167,"['3','4','2','1','2','0','3','4','1','4','2.5','2','0']"
168,"['5','1','2','4','1','0','4.5','5.5','4.5','2','4','2.5','0']"
169,"['2','2','3','1','5','0','6','4.5','4.5','2','3.5','3','0']"
170,"['1','4','2','3','5','0','4','4.5','1.5','2.5','3.5','3.5','0']"
171,"['1','5','4','5','2','0','5','5','4.5','4','5.5','2.5','0']"
172,"['2','5','5','5','2','0','6','4','2','1','2.5','2','0']"
173,"['4','5','5','5','1','0','2.5','4','6','2.5','4.5','4.5','0']"
174,"['3','3','1','5','3','0','3.5','1.5','3','6','5','2','0']"
175,"['5','5','4','2','4','0','4.5','1.5','2.5','6.5','4.5','3','0']"
176,"['4','1','4','1','1','0','2.5','4','6','2','6','1.5','0']"
177,"['2','5','1','5','2','0','4','6','5.5','1','4.5','1.5','0']"
178,"['4','2','1','4','5','0','6.5','1.5','1','6.5','3.5','3','0']"
179,"['5','5','5','2','1','0','5','4','3.5','5.5','6.5','6','0']"
180,"['4','5','4','5','4','0','4.5','2','1.5','4.5','3.5','4','0']"
181,"['3','4','3','4','2','0','2.5','5','6.5','6','3.5','3.5','0']"
182,"['2','4','5','2','5','0','1.5','2.5','1','3','2.5','5','0']"
183,"['5','5','3','3','5','0','6','5.5','5','5.5','1','2','0']"
184,"['1','5','1','4','5','0','6.5','5.5','3','5','6','3','0']"
185,"['2','4','5','2','1','0','3','4','6','6','3','5.5','0']"
186,"['4','2','4','5','3','0','4.5','5.5','5.5','2.5','2','4','0']"
187,"['1','5','1','2','3','0','2.5','5','2','2.5','5.5','3','0']"
188,"['4','3','4','3','1','0','3','5.5','4','4','2.5','5','0']"
189,"['4','3','1','2','4','0','3.5','3.5','2.5','2.5','4','4','0']"
190,"['1','1','5','2','1','0','3','6','1','3','5','2','0']"
191,"['4','2','1','5','2','0','2.5','6.5','2','6.5','6','1','0']"
192,"['5','2','2','3','4','0','4.5','4','6.5','3.5','2.5','3.5','0']"
193,"['2','1','1','4','5','0','5','5','4.5','1','5.5','1','0']"
194,"['4','2','4','1','2','0','5.5','2','6','1.5','1','3','0']"
195,"['4','5','4','2','3','0','2','4.5','3.5','4.5','6','1.5','0']"
196,"['3','5','1','1','3','0','5','4','4','1.5','2','5.5','0']"
197,"['5','5','5','2','5','0','2.5','6.5','6.5','5.5','6','4.5','0']"
198,"['4','5','1','3','5','0','5','3.5','1','2','2','4.5','0']"
199,"['5','1','3','5','5','0','2.5','3.5','5','1','4','2.5','0']"
200,"['2','2','1','5','4','0','3.5','3.5','3.5','4','6.5','2.5','0']"
201,"['1','3','3','4','3','0','4.5','3.5','4','6','1.5','4.5','0']"
202,"['5','3','3','1','5','0','4.5','1.5','1.5','4','3','3.5','0']"
203,"['4','4','2','1','2','0','2.5','4','4.5','6.5','6.5','5.5','0']"
204,"['1','2','3','1','5','0','1.5','2','6.5','3','5.5','6','0']"
205,"['4','3','5','3','4','0','3','3','6.5','6.5','3','5.5','0']"
206,"['2','1','2','5','2','0','6','3.5','5','1.5','4.5','2','0']"
207,"['5','1','4','3','5','0','6.5','3','4.5','4.5','2.5','4','0']"
208,"['3','3','2','4','1','0','4.5','6','4','2.5','2.5','5','0']"
209,"['1','4','3','4','2','0','3.5','5','2.5','4.5','4.5','6.5','0']"
210,"['1','3','5','3','5','0','6.5','5','3','1.5','5.5','6','0']"
211,"['2','5','2','5','1','0','2','5','3','1.5','4.5','1','0']"
212,"['1','5','2','3','5','0','1','2','6.5','3','1.5','1.5','0']"
213,"['2','4','2','5','3','0','3.5','5.5','6','1.5','4.5','6','0']"
214,"['5','4','3','2','3','0','1.5','2','2','2.5','2','6.5','0']"
215,"['3','4','2','2','3','0','6','6.5','4.5','4','1','3','0']"
216,"['1','5','1','3','3','0','3','6.5','3.5','5','4.5','6','0']"
217,"['4','1','3','1','5','0','6','3','1.5','1.5','6.5','3','0']"
218,"['4','5','3','5','2','0','2.5','1','6','4','5.5','6.5','0']"
219,"['1','5','4','1','1','0','2.5','2.5','2','3','5','1.5','0']"
220,"['2','1','5','5','2','0','3','5.5','1.5','4','4.5','4','0']"
221,"['2','3','3','4','1','0','2.5','3.5','4','2','1','6','0']"
222,"['5','3','1','3','4','0','5.5','1.5','5.5','4.5','1.5','6.5','0']"
223,"['1','2','3','4','4','0','1.5','3.5','4.5','2.5','4.5','4','0']"
224,"['5','3','1','4','2','0','3.5','6.5','2.5','5','6','1','0']"
225,"['2','3','4','1','1','0','2','3','2','3','3.5','5.5','0']"
226,"['5','5','1','5','1','0','6.5','3','5.5','6','4.5','1.5','0']"
227,"['3','3','2','3','4','0','3','3','1','5','3.5','6','0']"
228,"['2','3','3','2','1','0','4','3.5','1.5','3.5','3.5','5','0']"
229,"['3','4','5','4','3','0','5.5','5.5','6','3.5','4','1.5','0']"
230,"['1','3','4','4','2','0','5.5','6','6.5','3.5','6','5.5','0']"
231,"['1','3','4','4','2','0','6','1.5','2.5','2','2.5','5.5','0']"
232,"['2','3','1','5','1','0','5','1','4','6.5','4','5.5','0']"
233,"['4','1','1','1','4','0','2','2','2','1.5','2','1','0']"
234,"['4','4','2','5','1','0','4.5','1.5','2.5','3.5','5','1','0']"
235,"['4','4','3','2','4','0','5','2','6','1.5','1','6.5','0']"
236,"['2','2','2','4','4','0','3.5','3','5.5','4','6','5','0']"
237,"['3','1','3','3','2','0','1.5','5','5','1.5','4','4.5','0']"
238,"['4','3','3','1','3','0','3.5','1.5','6.5','6','5','6.5','0']"
239,"['5','2','1','4','4','0','1.5','4','6.5','6.5','4','4','0']"
240,"['3','1','3','4','4','0','4','4.5','2.5','2','1.5','1','0']"
241,"['5','4','4','3','4','0','5.5','1.5','5','1.5','1.5','3.5','0']"
242,"['1','5','3','1','2','0','4.5','4','3','2','3.5','2','0']"
243,"['5','3','2','2','5','0','1','1','2.5','6.5','6','2.5','0']"
244,"['5','1','4','1','3','0','5.5','5.5','6.5','5','2.5','1.5','0']"
245,"['1','4','2','3','2','0','2','1.5','5','3.5','4','6.5','0']"
246,"['1','2','1','5','2','0','4','1.5','2','6','1.5','2','0']"
247,"['5','4','2','5','1','0','1.5','6','3','2','6.5','6','0']"
248,"['4','4','2','3','1','0','2','4','4.5','3.5','2','5','0']"
249,"['2','3','2','2','2','0','2','6.5','6.5','1','1.5','6','0']"
250,"['3','1','5','5','4','0','2','6.5','3','2.5','2.5','4','0']"
251,"['2','1','4','5','5','0','3.5','3','1','2','4','1.5','0']"
252,"['5','5','2','2','5','0','3','4.5','4','6.5','4.5','5','0']"
253,"['4','4','1','4','4','0','5.5','4.5','3.5','3.5','3.5','6','0']"
254,"['1','2','5','4','5','0','3','2.5','1.5','3','5','6','0']"
255,"['5','1','4','3','4','0','1','2.5','3','1.5','3.5','4','0']"
256,"['3','5','5','4','5','0','6','6','3','5','2.5','1.5','0']"
257,"['5','5','3','4','5','0','6','2.5','6.5','5','6.5','1','0']"
258,"['1','3','4','5','2','0','3','6','4','1','2.5','6','0']"
259,"['3','3','3','4','3','0','4.5','1.5','1','1','3','3.5','0']"
260,"['3','5','5','5','5','0','5.5','5.5','1.5','5','6','5','0']"
261,"['5','3','1','1','2','0','6','6','4','2','6.5','6','0']"
262,"['4','3','1','1','4','0','3','1','4','6','6','5','0']"
263,"['4','1','2','1','5','0','6','5','1.5','4','5.5','2.5','0']"
264,"['5','3','4','1','4','0','3.5','1.5','5.5','5','1','2.5','0']"
265,"['4','4','1','5','2','0','5','2.5','3.5','2.5','4.5','4.5','0']"
266,"['4','3','5','1','1','0','5.5','1.5','4.5','2','3.5','5','0']"
267,"['3','2','1','5','3','0','4','4','5.5','5.5','4.5','5','0']"
268,"['4','2','1','1','4','0','3','4.5','5','2','1.5','4','0']"
269,"['3','5','3','5','5','0','1','3','4','3.5','6','4.5','0']"
270,"['5','5','1','4','5','0','4.5','1.5','1','6','2.5','3','0']"
271,"['1','4','2','4','2','0','6.5','5.5','3.5','3','3.5','5.5','0']"
272,"['4','1','3','5','1','0','1.5','6.5','6','3','2','1.5','0']"
273,"['5','2','4','2','5','0','1.5','1','2.5','4.5','4.5','2','0']"
274,"['1','5','2','3','1','0','1','5','1.5','6.5','4.5','3','0']"
275,"['3','1','2','2','1','0','4.5','3.5','4','2','2','3.5','0']"
276,"['1','2','2','1','2','0','2','3.5','5','4.5','6.5','3','0']"
277,"['2','4','3','3','5','0','3.5','3.5','5','2.5','6.5','2.5','0']"
278,"['3','4','4','2','5','0','5','4','2','1','1.5','4.5','0']"
279,"['2','3','2','5','3','0','5','3.5','3','6','3.5','4.5','0']"
280,"['4','1','3','1','3','0','2.5','1','2.5','1','3','5','0']"
281,"['5','4','4','2','5','0','2','4.5','2','5.5','2.5','3.5','0']"
282,"['5','4','3','2','1','0','2','2.5','4.5','5.5','6','6','0']"
283,"['3','3','4','2','2','0','2','6.5','6','3.5','3.5','5.5','0']"
284,"['1','4','2','4','1','0','6','4.5','1','4.5','4.5','3','0']"
285,"['4','1','3','4','4','0','4','1','5','2','1.5','4','0']"
286,"['2','2','5','4','2','0','3.5','3','1','1','1','4.5','0']"
287,"['4','2','3','4','4','0','5.5','2.5','4.5','1','3','1.5','0']"
288,"['5','5','5','4','3','0','3.5','1','2.5','5','4','2.5','0']"
289,"['5','4','5','5','4','0','4.5','3.5','2','4','5.5','5','0']"
290,"['1','5','5','4','5','0','5.5','2.5','5','5','6','1.5','0']"
291,"['4','3','1','4','1','0','2.5','4','2.5','3.5','1.5','2','0']"
292,"['4','1','1','4','5','0','1.5','1','5','5.5','3.5','2.5','0']"
293,"['1','1','5','5','5','0','1','2','5','1','5.5','1.5','0']"
294,"['1','1','1','5','4','0','6.5','2','5.5','2','5','4.5','0']"
295,"['4','3','1','2','1','0','2','6.5','6','5','1','3.5','0']"
296,"['4','4','4','2','1','0','4.5','2','3.5','6.5','6.5','2','0']"
297,"['2','3','3','4','4','0','6.5','1','3','1.5','2.5','5.5','0']"
298,"['4','5','3','4','2','0','5.5','5','6','3.5','3.5','1.5','0']"
299,"['2','3','4','4','5','0','5','6','4','6','5.5','4.5','0']"
300,"['4','5','2','5','5','0','3.5','4','4','2.5','1.5','4','0']"
301,"['4','2','3','5','3','0','1.5','5.5','6.5','2.5','3','5','0']"
302,"['4','2','1','4','4','0','1.5','2','3','1','4','3','0']"
303,"['4','1','3','3','5','0','3.5','2','6.5','3','6','2.5','0']"
304,"['2','4','3','3','1','0','2.5','1.5','6','6','3.5','5','0']"
305,"['2','1','5','5','4','0','4.5','2','6','6','1.5','3','0']"
306,"['4','2','3','2','4','0','6.5','1','6.5','2.5','1.5','2','0']"
307,"['5','1','3','4','5','0','6','5.5','6','3','2','4','0']"
308,"['5','1','4','2','1','0','2.5','5.5','4','4','2','5','0']"
309,"['3','3','1','3','2','0','1.5','4','6.5','5','5','5','0']"
310,"['4','3','4','4','3','0','1','4.5','5.5','6','1.5','1.5','0']"
311,"['5','4','2','3','5','0','3','5','3.5','6.5','5.5','5','0']"
312,"['1','5','4','2','2','0','3.5','2','3.5','4','2','1.5','0']"
313,"['3','2','3','5','2','0','6','3','3.5','4','1','1','0']"
314,"['3','2','4','4','5','0','1.5','4.5','6','3','5','2','0']"
315,"['3','5','4','2','5','0','4','1.5','4','5','1.5','6.5','0']"
316,"['3','2','4','1','4','0','3','1.5','4.5','5','4','6.5','0']"
317,"['5','3','1','1','5','0','3.5','1.5','1','6','6.5','5','0']"
318,"['4','3','2','1','3','0','6.5','5','2.5','1','4.5','6.5','0']"
319,"['5','1','2','1','4','0','3.5','6','4.5','2','2.5','6.5','0']"
320,"['1','2','4','1','3','0','6','3','1.5','3','4','5','0']"
321,"['2','3','3','5','5','0','1.5','3.5','3.5','5','1','4.5','0']"
322,"['4','5','2','5','2','0','3.5','3.5','2.5','6','6','5','0']"
323,"['3','2','4','2','1','0','1','2.5','2.5','2','5.5','6.5','0']"
324,"['1','1','5','5','5','0','1','6','4.5','6.5','2','2','0']"
325,"['5','4','2','5','5','0','2','3','4','4','2.5','2.5','0']"
326,"['2','5','5','5','5','0','3','3','4','5','5','2','0']"
327,"['4','5','4','2','5','0','6.5','6.5','3','4','1.5','5','0']"
328,"['5','4','1','1','5','0','2','3.5','6','2.5','6','2.5','0']"
329,"['1','3','5','4','3','0','4','3.5','6.5','3','1','2.5','0']"
330,"['5','4','1','1','5','0','6.5','2','4.5','2','1.5','5','0']"
331,"['2','2','1','3','2','0','2','2','2','4.5','4','1','0']"
332,"['1','3','2','5','2','0','6','5','2.5','6.5','1.5','4','0']"
333,"['3','4','4','1','1','0','2.5','2.5','5','1','5.5','6.5','0']"
334,"['2','1','3','2','5','0','4.5','2.5','6.5','2.5','5.5','6.5','0']"
335,"['5','4','1','4','2','0','2.5','4','3.5','1','6','2.5','0']"
336,"['5','2','3','2','2','0','1','1.5','4.5','4','2','6','0']"
337,"['5','2','2','4','4','0','4','3.5','1.5','6','3.5','6','0']"
338,"['1','1','5','5','3','0','2','5','1','4.5','1.5','5.5','0']"
339,"['5','4','5','2','1','0','3','1','2','2.5','4.5','2','0']"
340,"['3','1','4','3','1','0','3.5','3','2','2.5','2','1','0']"
341,"['1','2','3','1','2','0','3.5','2.5','3.5','6.5','3.5','1.5','0']"
342,"['2','5','3','1','4','0','5','1','5.5','3','4.5','6.5','0']"
343,"['4','4','4','1','2','0','6','3','1','3.5','6.5','6.5','0']"
344,"['4','3','5','4','4','0','5','1','6','6','4','4.5','0']"
345,"['2','1','3','2','5','0','2.5','6.5','5','2','2.5','5.5','0']"
346,"['3','3','4','1','1','0','3.5','5.5','6','6.5','5.5','5.5','0']"
347,"['4','5','4','4','1','0','2.5','3.5','4.5','4','4','6','0']"
348,"['2','2','1','3','2','0','6','4','1','4','1','3.5','0']"
349,"['1','1','5','2','5','0','3.5','5.5','4','6.5','2','2','0']"
350,"['1','4','1','2','4','0','1.5','6','1.5','2','1.5','5','0']"
351,"['1','4','3','3','3','0','2','6','6','3.5','5','5.5','0']"
352,"['4','2','5','2','5','0','3','1.5','3','6','6.5','4','0']"
353,"['4','3','4','3','2','0','2.5','2.5','6','5','5.5','3.5','0']"
354,"['4','3','4','2','1','0','4','6','1','3','4.5','1.5','0']"
355,"['1','3','1','2','3','0','3.5','1.5','1','6.5','3','5.5','0']"
356,"['4','2','2','2','1','0','4','4.5','2','2.5','6','4.5','0']"
357,"['1','1','2','4','2','0','3.5','2','5.5','6','5.5','3','0']"
358,"['5','3','4','4','5','0','5.5','1','3.5','4.5','6.5','4','0']"
359,"['4','1','1','3','5','0','5.5','5.5','5','2','3','2','0']"
360,"['2','2','3','5','1','0','1','5.5','2.5','5','3','4','0']"
361,"['1','2','4','1','3','0','2','4.5','6','3.5','2.5','2','0']"
362,"['5','2','5','5','4','0','6','1.5','6','6.5','4.5','1.5','0']"
363,"['4','1','1','1','1','0','5.5','1','5.5','1.5','2','6','0']"
364,"['1','2','1','4','3','0','5.5','1.5','6','1','1','2.5','0']"
365,"['1','5','4','4','4','0','2.5','5','5','1','6','5.5','0']"
366,"['5','2','3','5','2','0','1.5','3.5','1.5','6','2.5','5.5','0']"
367,"['2','3','2','3','3','0','5','1.5','5','6.5','2','6.5','0']"
368,"['1','2','3','1','5','0','6.5','5.5','6.5','1.5','3.5','4.5','0']"
