personID,traj
120,"['4','5','5','2','5','0','3','2','2','3','1','6.5','0']"
121,"['3','5','5','4','5','0','1','6','3','5.5','1.5','6','0']"
122,"['3','5','5','4','1','0','2','2.5','2','6.5','3','5.5','0']"
123,"['2','3','3','5','1','0','4.5','2','4.5','5','4.5','4','0']"
124,"['5','3','2','1','1','0','5','6.5','4.5','3','2.5','5','0']"
125,"['5','3','5','5','4','0','2.5','3.5','6','4.5','6','4','0']"
126,"['1','4','5','2','2','0','6','6.5','1','3','6','5.5','0']"
127,"['5','3','1','5','4','0','2.5','3.5','3','6','5.5','1.5','0']"
128,"['3','2','2','4','2','0','3','1','3','6','3.5','5.5','0']"
129,"['4','1','3','1','4','0','1.5','3.5','3.5','1.5','4.5','6','0']"
130,"['5','3','4','3','2','0','3','1.5','4','4','2','3.5','0']"
131,"['5','1','3','1','5','0','2.5','5.5','3.5','2.5','1.5','6.5','0']"
132,"['1','4','5','5','4','0','2','3','6','6.5','2','2','0']"
133,"['3','2','3','4','2','0','5','4','2.5','4.5','4.5','5','0']"
134,"['4','3','3','2','4','0','2','4','2','5','1','2.5','0']"
135,"['3','4','4','4','4','0','6','5','6.5','3','1','1.5','0']"
136,"['4','3','3','4','4','0','6.5','4.5','3.5','3','2.5','3','0']"
137,"['2','5','2','5','5','0','2','4','6','5.5','3.5','5.5','0']"
138,"['4','3','4','2','5','0','1','5','6','6.5','1','3.5','0']"
139,"['5','5','3','4','2','0','5','5.5','6.5','4','6.5','2','0']"
140,"['1','2','4','5','1','0','5','3','4','2','5','3.5','0']"
141,"['4','4','4','4','1','0','4','3.5','3.5','2','5','5','0']"
142,"['3','3','3','4','5','0','6.5','1.5','6.5','5.5','6.5','1','0']"
143,"['2','3','2','5','4','0','3.5','1.5','1.5','5.5','2','4.5','0']"
144,"['3','1','2','5','4','0','2','4.5','4.5','2.5','6.5','5','0']"
145,"['2','2','2','1','1','0','5.5','5','2.5','5.5','2','2.5','0']"
146,"['4','3','2','5','5','0','3','6.5','1.5','2','6','3.5','0']"
147,"['2','2','4','2','1','0','2.5','5.5','6.5','1','5.5','2','0']"
148,"['4','1','4','4','4','0','4','6','5.5','3','5.5','5','0']"
149,"['2','5','2','1','4','0','1.5','5','5','6','6','1','0']"
150,"['4','4','3','1','3','0','1','6','2.5','3.5','2','6','0']"
151,"['5','2','2','1','4','0','1.5','4.5','3','6','3.5','3.5','0']"
152,"['4','3','1','5','4','0','6','3','3','6','1.5','4','0']"
153,"['1','4','1','4','5','0','3','1.5','5.5','4','2.5','6','0']"
154,"['4','4','1','1','4','0','3','4','5.5','1.5','6','4.5','0']"
155,"['1','4','4','5','1','0','3.5','1','6','4','4','3','0']"
156,"['4','1','1','1','4','0','6.5','4.5','2','1','3','2','0']"
157,"['5','5','1','4','2','0','6.5','3','4','1.5','6','1','0']"
158,"['3','4','2','5','4','0','2.5','6.5','6','3','6','5','0']"
159,"['3','5','2','4','2','0','4.5','2.5','5','5','4','1.5','0']"
160,"['5','5','4','3','4','0','2.5','6','5.5','3.5','1.5','1.5','0']"
161,"['4','4','3','1','2','0','4.5','6.5','4.5','5','6.5','1.5','0']"
162,"['5','5','5','1','3','0','1','4','2.5','4.5','2.5','1','0']"
163,"['2','4','2','5','4','0','5.5','1','5.5','5','1.5','6.5','0']"
164,"['3','3','2','3','3','0','6','1','2.5','4','2','4','0']"
165,"['1','4','1','3','3','0','5.5','2','2.5','4','4','1.5','0']"
166,"['4','2','5','1','3','0','5','1','6.5','5.5','5.5','6.5','0']"
167,"['5','5','1','5','4','0','2.5','2','3.5','2','2','6.5','0']"
168,"['5','5','5','5','2','0','1','4','6','4','2','1.5','0']"
169,"['1','1','1','2','4','0','5','4.5','4','6.5','2.5','6.5','0']"
170,"['4','4','4','5','1','0','3.5','6','2','3.5','4.5','4.5','0']"
171,"['2','2','2','2','4','0','1.5','6','6','5','1','3','0']"
172,"['1','2','3','5','5','0','1.5','5.5','2.5','2','1','4','0']"
173,"['5','5','1','3','5','0','3.5','6.5','1.5','1.5','4','4','0']"
174,"['1','4','1','1','4','0','5.5','1.5','3.5','5','4.5','6','0']"
175,"['2','5','4','5','1','0','4','1','4.5','5','2','5.5','0']"
176,"['5','1','4','2','3','0','4','1','4','1.5','4.5','6','0']"
177,"['3','2','2','4','1','0','1.5','2.5','1.5','1','1','6','0']"
178,"['3','2','2','3','1','0','6.5','3.5','2.5','6','5','4.5','0']"
179,"['1','1','4','5','1','0','5','6','3','2','6.5','4.5','0']"
180,"['2','5','5','4','5','0','2','2','2','5','3','5.5','0']"
181,"['1','3','5','2','3','0','1.5','5.5','1','1.5','1','3','0']"
182,"['4','1','2','1','3','0','4.5','4.5','1','4.5','5.5','1','0']"
183,"['3','1','1','5','5','0','1','2','5','3','4','4','0']"
184,"['4','5','1','4','2','0','5.5','3','5.5','5.5','6','5.5','0']"
185,"['3','1','3','4','1','0','2.5','4','1.5','5','4','6.5','0']"
186,"['3','2','4','2','1','0','1.5','1','1','6','1','3','0']"
187,"['4','4','5','1','3','0','3','3','1.5','6','1','5.5','0']"
188,"['5','4','1','2','1','0','5.5','4','1','2','4','2.5','0']"
189,"['5','1','1','3','5','0','5.5','2','6.5','2','5.5','4','0']"
190,"['1','1','2','3','5','0','2','6.5','3.5','5','4','3.5','0']"
191,"['3','1','1','4','5','0','5.5','1.5','3','1','5','5','0']"
192,"['3','3','4','2','3','0','6.5','5.5','2.5','2','4','3','0']"
193,"['3','1','2','4','2','0','1','6.5','5','4.5','4.5','5','0']"
194,"['4','3','4','5','1','0','1.5','2','4.5','1.5','2','6.5','0']"
195,"['1','2','5','3','5','0','5.5','5.5','6','2.5','3.5','3.5','0']"
196,"['2','5','2','5','2','0','5','1.5','6.5','6.5','2','4.5','0']"
197,"['3','4','2','5','5','0','6','1','6.5','1','2.5','5.5','0']"
198,"['5','2','3','1','2','0','3','2','2.5','6.5','5.5','5','0']"
199,"['1','5','4','2','2','0','2.5','5.5','6','4','3','6.5','0']"
200,"['3','4','4','4','3','0','1.5','3.5','4','1.5','2','1.5','0']"
201,"['5','3','1','1','3','0','1','3','1','2','4.5','3.5','0']"
202,"['4','2','1','5','5','0','1','3','4','1','2','2.5','0']"
203,"['5','5','3','3','2','0','4','3.5','2.5','5','3','1','0']"
204,"['5','5','2','1','4','0','1.5','5','4','6.5','2.5','6','0']"
205,"['3','3','4','1','4','0','3','3.5','2.5','5','3.5','5','0']"
206,"['5','2','5','1','5','0','2.5','1','4.5','4.5','5','5.5','0']"
207,"['3','2','5','1','4','0','1.5','3.5','2.5','1','1','4.5','0']"
208,"['2','5','5','2','5','0','2','5.5','6.5','3','5','4','0']"
209,"['4','1','4','4','2','0','6.5','3','4.5','1','4.5','5','0']"
210,"['2','1','3','2','4','0','5.5','6.5','6','6','1','3','0']"
211,"['4','4','3','3','4','0','3','6.5','1','6','5','2.5','0']"
212,"['5','4','3','1','3','0','6.5','3','1','3.5','5.5','1.5','0']"
213,"['5','3','4','5','5','0','4','3','5.5','1.5','4','4.5','0']"
214,"['1','4','5','5','5','0','6.5','2.5','5.5','4.5','1','3.5','0']"
215,"['1','2','5','4','2','0','4','4.5','5','4.5','5','6.5','0']"
216,"['5','5','1','2','3','0','5.5','2.5','6.5','1','5','2','0']"
217,"['1','5','1','2','1','0','2','6','2','1','2.5','4.5','0']"
218,"['2','1','5','2','1','0','3.5','2.5','3','6.5','4','2.5','0']"
219,"['3','3','5','2','1','0','5','2.5','4.5','5','3.5','6.5','0']"
220,"['1','4','3','5','3','0','1.5','4.5','3.5','2','6','5','0']"
221,"['4','4','2','5','5','0','3','1.5','6','3','4.5','3.5','0']"
222,"['3','3','5','3','4','0','4.5','6.5','2','2','5','3.5','0']"
223,"['5','1','1','1','3','0','3','4','5.5','3','3.5','6','0']"
224,"['4','3','4','1','5','0','3','6','6.5','1','2','1.5','0']"
225,"['1','5','1','3','5','0','4','1.5','6','5','3.5','3.5','0']"
226,"['1','4','5','1','1','0','1.5','6','6','3','4.5','3.5','0']"
227,"['3','2','3','4','3','0','1','6','4.5','6.5','3','1.5','0']"
228,"['2','4','2','2','3','0','3','1.5','1','1','2.5','4.5','0']"
229,"['3','3','5','5','4','0','5','4.5','3.5','5','5','6','0']"
230,"['1','5','2','2','1','0','5','4','1.5','2','4','2','0']"
231,"['2','3','5','4','5','0','6','4','2.5','1','5','2.5','0']"
232,"['4','4','1','3','4','0','5.5','6','5','1.5','2','5.5','0']"
233,"['5','3','2','1','5','0','6.5','1.5','3','6','6.5','3','0']"
234,"['3','2','2','3','3','0','5.5','3.5','2.5','2','2.5','3','0']"
235,"['4','3','4','5','4','0','3.5','5','5.5','4.5','5','4','0']"
236,"['5','1','3','5','3','0','4','5','1','3','6','2','0']"
237,"['3','1','1','5','2','0','1','5.5','6.5','6.5','2.5','1.5','0']"
238,"['2','4','4','3','4','0','4.5','1.5','5','3.5','6','6.5','0']"
239,"['4','2','1','3','2','0','2.5','1','4.5','2','6.5','6','0']"
240,"['2','2','1','2','4','0','1.5','4.5','6','6','4','4','0']"
241,"['4','3','1','5','2','0','2','6','6','1','4','3.5','0']"
242,"['1','2','5','1','4','0','2.5','3','5','3','1','1.5','0']"
243,"['5','3','3','3','2','0','5','6.5','3','5','6.5','2.5','0']"
244,"['2','4','3','2','2','0','2.5','4.5','1','3.5','4.5','3.5','0']"
245,"['5','5','2','4','2','0','3','1.5','2','1','4','1.5','0']"
246,"['1','3','3','3','3','0','3.5','1','3','6.5','3.5','4.5','0']"
247,"['4','4','2','2','3','0','2.5','4','6.5','4','1.5','2','0']"
248,"['1','1','4','3','2','0','1.5','2','2','1','2.5','4.5','0']"
249,"['5','4','2','2','4','0','6.5','5','2.5','2.5','1','4','0']"
250,"['5','2','1','4','5','0','2.5','4','4.5','4.5','5.5','6','0']"
251,"['5','5','2','4','4','0','1.5','1','3.5','3','6','5.5','0']"
252,"['3','4','2','4','5','0','1.5','1.5','4.5','5.5','1','3','0']"
253,"['1','5','5','1','4','0','1.5','6.5','5','2.5','6.5','4.5','0']"
254,"['1','5','4','2','4','0','1.5','5.5','5.5','2.5','4','3','0']"
255,"['5','5','5','5','1','0','2','6.5','3','1','4','2.5','0']"
256,"['3','5','3','1','4','0','4.5','4.5','5.5','1','5','1.5','0']"
257,"['3','1','2','1','3','0','5','5.5','5','1','5','5.5','0']"
258,"['5','1','3','4','2','0','3.5','4','6','5.5','6','6.5','0']"
259,"['1','2','1','2','1','0','3','2','2.5','3.5','6.5','4','0']"
260,"['3','2','4','5','1','0','2.5','5','6.5','3','5','6','0']"
261,"['2','3','3','5','4','0','3','4.5','2.5','6','6.5','3.5','0']"
262,"['5','1','2','3','2','0','2','3.5','2.5','4.5','4','4','0']"
263,"['5','3','5','3','3','0','4','6','4.5','5.5','3','5','0']"
264,"['3','5','5','4','4','0','2','6','3.5','6.5','2.5','5','0']"
265,"['5','5','5','5','3','0','6.5','1','5','4','1','4.5','0']"
266,"['3','4','5','3','3','0','1.5','6','3.5','2.5','3.5','5','0']"
267,"['3','2','5','4','4','0','3','4.5','2.5','5.5','1','4.5','0']"
268,"['2','4','2','4','4','0','2.5','4','5','3','5.5','3.5','0']"
269,"['5','3','2','5','2','0','5','5','1.5','5','2','6.5','0']"
270,"['2','4','4','2','4','0','1','3','5.5','4','2.5','2','0']"
271,"['3','1','5','3','3','0','4','2','2.5','6.5','2.5','2','0']"
272,"['4','5','4','4','2','0','3.5','2','5','3.5','3','2.5','0']"
273,"['1','2','4','5','4','0','5','6','4','5','6','6','0']"
274,"['3','2','2','1','2','0','4.5','6.5','6','3','2','3.5','0']"
275,"['5','2','2','2','4','0','6','6.5','2.5','4','5.5','5.5','0']"
276,"['4','2','3','3','5','0','1','4.5','2.5','3','2','3.5','0']"
277,"['4','4','5','5','2','0','3','6','5.5','4','6.5','5','0']"
278,"['4','2','3','3','5','0','4','3.5','1','3.5','2','5','0']"
279,"['3','2','5','5','2','0','1','6.5','1','2','6','1','0']"
280,"['2','1','1','2','3','0','1','6','1','6.5','6','6.5','0']"
281,"['4','1','3','4','4','0','2.5','6.5','6','3','5.5','4.5','0']"
282,"['4','2','1','1','4','0','2.5','1','2','2.5','5','5','0']"
283,"['3','3','3','5','2','0','4','3.5','5.5','1.5','4','2','0']"
284,"['3','1','4','4','4','0','2.5','3.5','1','5','5.5','6','0']"
285,"['5','3','1','2','5','0','3','1','1','4','2.5','6.5','0']"
286,"['3','1','3','1','5','0','6','6','5','1.5','4.5','6.5','0']"
287,"['1','3','4','5','5','0','4','6','2.5','1','2','5.5','0']"
288,"['1','2','2','1','1','0','3.5','5.5','5.5','4.5','1','2.5','0']"
289,"['2','3','1','4','4','0','1.5','1.5','6','6','3.5','2.5','0']"
290,"['1','2','5','5','2','0','3.5','2.5','6.5','2.5','4','4.5','0']"
291,"['2','1','1','1','5','0','5.5','4.5','2','6','5','5','0']"
292,"['3','5','4','3','4','0','6.5','5.5','5.5','6','2','6.5','0']"
293,"['4','1','2','5','3','0','4.5','6','3','3','6','3','0']"
294,"['3','1','5','2','5','0','5','3','2.5','2.5','4.5','2.5','0']"
295,"['5','3','2','1','4','0','4.5','6.5','6','4.5','3.5','5','0']"
296,"['4','1','5','1','2','0','2','2','1.5','2','3.5','1.5','0']"
297,"['2','2','2','3','5','0','4','4.5','5.5','4','3.5','1.5','0']"
298,"['3','5','5','5','5','0','2.5','6.5','6.5','5.5','4.5','6','0']"
299,"['1','4','1','1','4','0','6.5','1.5','2','6.5','3.5','3','0']"
300,"['1','2','5','4','1','0','6','5.5','1.5','3','6','6.5','0']"
301,"['1','1','2','4','5','0','2','1','5.5','5','3.5','3','0']"
302,"['2','2','4','2','3','0','2','3','6','3.5','5.5','4','0']"
303,"['5','2','5','5','5','0','6.5','1','6.5','2','6.5','5.5','0']"
304,"['4','2','5','1','1','0','5','1','6.5','6.5','6','1','0']"
305,"['4','1','1','1','1','0','6','5.5','4','3.5','1.5','5','0']"
306,"['2','2','2','1','5','0','2','2.5','5','6','4.5','1.5','0']"
307,"['3','5','4','2','4','0','6.5','4','5','4.5','2','5','0']"
308,"['2','2','4','2','3','0','4.5','6','6.5','5','5.5','6.5','0']"
309,"['4','2','2','1','2','0','2.5','3.5','6.5','6','1','5','0']"
310,"['4','1','3','2','2','0','5.5','3.5','3','4.5','6.5','6','0']"
311,"['4','5','1','3','3','0','1.5','2','1','4','5','2.5','0']"
312,"['3','2','4','2','3','0','5.5','5.5','3','2','2','4.5','0']"
313,"['5','1','3','4','1','0','4','1.5','6','3','2','3.5','0']"
314,"['4','4','5','3','4','0','2.5','1.5','3.5','1','4.5','5.5','0']"
315,"['5','3','2','2','5','0','4','1.5','2.5','4','6.5','4','0']"
316,"['1','1','5','4','5','0','4','6.5','1.5','1.5','5','4','0']"
317,"['3','3','1','3','3','0','1.5','6.5','5','1','6.5','4','0']"
318,"['5','3','3','4','1','0','2.5','6','3.5','1.5','1.5','6','0']"
319,"['5','5','2','2','5','0','6','5','6','6.5','3.5','3.5','0']"
320,"['3','1','5','4','3','0','5','1.5','4.5','5.5','2','5','0']"
321,"['4','3','2','4','4','0','2','1.5','1.5','4','2.5','2.5','0']"
322,"['4','5','5','2','4','0','1','5.5','2.5','3','3','2.5','0']"
323,"['2','5','1','4','2','0','1','6.5','1','1.5','4','4','0']"
324,"['3','4','3','2','2','0','5.5','1','2','1','5','3.5','0']"
325,"['1','2','2','5','2','0','4.5','4.5','3','4.5','6','3','0']"
326,"['4','5','3','2','3','0','6','5','5','6.5','6','1','0']"
327,"['3','5','5','3','5','0','6','6.5','2.5','5.5','6.5','4','0']"
328,"['1','3','1','1','4','0','2','3.5','2','2','2.5','5','0']"
329,"['4','5','1','3','2','0','2','2','5','2.5','6.5','6','0']"
330,"['5','2','2','4','3','0','6.5','3.5','3.5','1','4.5','2','0']"
331,"['1','2','2','3','5','0','3.5','5.5','4','4','3','1.5','0']"
332,"['4','1','1','2','5','0','5.5','3.5','6','3.5','3.5','6','0']"
333,"['2','3','2','5','5','0','6','2','4.5','3','2.5','1.5','0']"
334,"['3','4','1','2','4','0','6','4.5','2.5','4','3.5','4.5','0']"
335,"['3','5','4','5','1','0','1','1','3','2.5','2.5','6.5','0']"
336,"['5','3','1','5','1','0','3.5','4.5','2','3','6.5','2','0']"
337,"['4','5','2','3','3','0','3.5','5.5','1.5','1.5','4','6.5','0']"
338,"['5','3','1','5','4','0','4','5.5','5.5','2.5','5','1.5','0']"
339,"['2','5','3','1','3','0','2','6.5','2','2.5','4.5','5','0']"
340,"['2','5','1','2','4','0','2.5','5','4.5','5.5','6','2.5','0']"
341,"['1','1','2','4','4','0','2.5','1.5','6.5','1.5','6.5','2.5','0']"
342,"['4','4','3','5','5','0','4.5','5.5','2.5','6','2','2','0']"
343,"['1','4','1','2','2','0','5.5','3.5','3','6','1','3','0']"
344,"['3','5','1','4','5','0','4.5','6.5','6','2','5.5','4.5','0']"
345,"['4','1','4','5','4','0','3','2.5','1.5','5','2.5','3.5','0']"
346,"['1','4','2','3','3','0','2.5','4','6.5','5','5','5','0']"
347,"['1','5','5','3','5','0','1','5.5','5.5','2.5','5','1.5','0']"
348,"['4','4','1','1','2','0','3.5','1.5','6.5','2.5','1','5','0']"
349,"['3','4','4','2','3','0','2.5','5.5','1','5.5','1','3','0']"
350,"['3','1','1','5','1','0','1.5','6','3.5','3','4','3','0']"
351,"['2','1','1','1','1','0','1','6.5','6.5','5','1.5','3','0']"
352,"['2','3','3','3','4','0','5.5','4','3.5','6','5.5','5','0']"
353,"['1','4','1','2','4','0','6','1','3.5','2','4.5','5.5','0']"
354,"['4','5','2','4','1','0','5','6.5','5','5.5','4','2','0']"
355,"['5','3','4','3','3','0','1','1.5','5','2.5','1.5','5','0']"
356,"['1','4','2','5','4','0','5','3','6','6.5','2','1.5','0']"
357,"['4','2','4','4','3','0','4.5','6','5','4','4.5','5','0']"
358,"['3','4','3','4','3','0','6.5','3','6.5','1.5','5.5','2.5','0']"
359,"['1','2','5','3','2','0','4','3.5','5.5','3','4','5.5','0']"
360,"['1','2','5','4','3','0','2.5','2','5.5','4.5','6','1','0']"
361,"['5','1','4','1','4','0','5','4','2','2.5','3.5','1.5','0']"
362,"['3','3','4','2','1','0','4.5','3.5','3','1','1.5','1.5','0']"
363,"['2','5','2','5','4','0','6','2.5','5.5','6','6','2.5','0']"
364,"['4','4','4','2','5','0','5','4.5','3','3.5','3','6','0']"
365,"['4','5','2','5','4','0','5','4.5','1.5','5.5','6','5.5','0']"
366,"['3','1','2','1','1','0','3.5','6','4.5','5.5','4.5','4.5','0']"
367,"['1','2','3','4','5','0','5','6.5','3','5.5','3','5.5','0']"
368,"['3','4','2','2','4','0','5','1','1','6.5','5.5','3','0']"
369,"['4','4','5','3','4','0','6.5','3','6','5','5','1.5','0']"
